libcode,pubcity,pubyear,title,oclc,language
None,Oxford ,1840,"The novels and miscellaneous works of Daniel Defoe : with a biographical memoir of the author, literary prefaces to the various pieces, illustrative notes, etc. including all contained in the ed",605599785,fre
None,Oxford ,1927,"The novels and miscellaneous works : with a biographical memoir of the author, literary prefaces to the various pieces, illustrative notes, etc., including all contained in the ed. attributed to the late Sir Walter Scott, with considerable additions. 1, Robinson Crusoe : [vol. 1].",630280654,fre
None,Oxford ,1927,"The novels and miscellaneous works : with a biographical memoir of the author, literary prefaces to the various pieces, illustrative notes, etc., including all contained in the ed. attributed to the late Sir Walter Scott, with considerable additions. 1, Robinson Crusoe : [vol. 1].",630280654,fre
None,Oxford ,1927,The life and adventures of Robinson Crusoe ... I : with a biographical memoir of the author,859422080,fre
None,Oxford ,1927,"The farther Adventures of Robinson Cursoe : being the 2. and las part of his life, and the strange surprizing accounts of his travels round 3 parts of the globe",247886704,fre
None,Oxford ,1927,"The life & strange surprizing adventures of Robinson Crusoe of York, Mariner / 2 The Shakespeare Head Edition of the novels and selected writings of Daniel Defoe.",312830844,fre
None,Oxford ,1927,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgary call'd Colonel Jack ... / Volume I",491122556,fre
None,Oxford ,1927,"The life & strange surprizing adventures of Robinson Crusoe of York, mariner : who lived eight and twenty years, allone in an un-inhabited island on the coast of America, ... written by himself. Volume I",491124450,fre
None,Oxford ,1927,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgary call'd Colonel Jack ... / Volume II",493000765,fre
None,Oxford ,1927,"Werke : the Shakespeare Head ed. of the novels and selected writings. 1, Robinson Crusoe ; Vol. 1.",632064359,fre
None,Oxford ,1927,"The life & strange surprizing adventures of Robinson Crusoe of York, mariner : who lived 28 years, all alone in an un-inhabited island on the coast of America, near the mouth of the Great River of Oroonoque ... written by himself. 2.",633860694,fre
None,Oxford ,1927,"The life & strange surprizing adventures of Robinson Crusoe of York, mariner : who lived 28 years, all alone in an un-inhabited island on the coast of America, near the mouth of the Great River of Oroonoque ... written by himself. 3, The farther adventures of Robinson Crusoe.",633860707,fre
None,Oxford ,1927,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd Colonel Jack : who was born a gentleman ... and resolves to die a general. 1",633860946,fre
None,Oxford ,1927,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jaque, vulgarly call'd Colonel Jack : who was born a gentleman ... and resolves to die a general. 2",633860970,fre
None,Oxford ,1927,"Werke : the Shakespeare Head ed. of the novels and selected writings. 2, Robinson Crusoe ; Vol. 2.",634259943,fre
None,Oxford ,1927,"Werke : the Shakespeare Head ed. of the novels and selected writings. 3, Robinson Crusoe ; Vol. 3.",634259969,fre
None,Oxford ,1928,The life and strange surprizing adventures of Robinson Crusoe ... written by himself / Vol.1.,874464143,fre
None,Oxford ,1928,The life and strange surprizing adventures of Robinson Crusoe ... written by himself / Vol.2.,874464193,fr
None,Oxford ,1974,"The history of the most remarkable life, and extraordinary adventures, of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack : who was born ... die a General",959892970,fre
None,Oxford ,1978,The novels and selected writings of Daniel Defoe.,23062574,fre
None,Oxford ,1980,"The novels and selected writings. 7, Robinson Crusoe ; 1.",631649475,fre
None,Oxford ,1980,"The life and strange surprizing adventures of Robinson Crusoe of York, mariner... : and, The farther adventures of Robinson Crusoe",1027297400,fre
None,Oxford ,1981,Robinson Crusoe,882103773,fre
None,Oxford ,1987,Robinson Crusoe,934285981,fr
None,Oxford ,1987,Robinson Crusoe,934285981,fre
None,Oxford ,1988,The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,760355929,fre
None,Oxford ,1988,Robinson Crusoe,439014351,lat
None,Oxford ,1989,Robinson Crusoe,442699061,spa
None,Oxford ,1990,Robinson Crusoe,442820760,spa
None,Oxford ,1990,Robinson Crusoe,442820760,spa
None,Oxford ,1992,Robinson Crusoe.,909411754,spa
None,Oxford ,1999,Robinson Crusoe,856821825,fr
None,Oxford ,2001,Robinson Crusoe,1030088882,fr
None,Oxford ,2005,"The life and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years, all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque ; having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last strangely deliver'd by pyrates : written by himself",938536736,fr
None,Oxford ,2005,The life and strange surprising adventures of Robinson Crusoe,971384821,fr
None,Oxford ,2006,Robinson Crusoe,52179532,en
None,Oxford ,2007,Robinson Crusoe,460952070,en
None,Oxford ,2007,Robinson Crusoe,670770048,en
None,Oxford ,2008,Robinson Crusoe,875957164,en
None,Oxford ,2008,Robinson Crusoe. 700 headwords. Classics.,851817983,fr
None,Oxford ,2008,Robinson Crusoe,1038668044,fr
None,Oxford ,2008,The life and strange surprising adventures of Robinson Crusoe,312403817,fr
None,Oxford ,2008,The life and strange surprising adventures of Robinson crusoe,950253926,en
None,Oxford ,2012,Robinson Crusoe,1028411989,fr
None,Oxford ,2014,The life and strange Surprising Adventures of Robinson Crusoe,1040174168,fr
None,Oxford ,2014,Robinson Crusoe,1040192343,fr
None,Oxford ,2017,Robinson Crusoe.,969066492,fr
None,Oxford ,2017,Robinson Crusoe,907009202,en
None,Oxford ,19--,Robinson Crusoe - With Audio.,968983975,en
None,Oxford ,19] ,Robinson Crusoe,978367036,en
None,Oxford ,1990,Robinson Crusoe,978367036,fr
None,Oxford ,1989,Defoe's writings.,1014209069,fr
None,Oxford ,1927,efoe's writings.,3243722,fr
None,Oxford ; New York ,1936,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years, all alone in an uninhabited island on the coast of America, near the mouth of the great river Ooronoque, having been cast on shore by shipwreck, wherein all the men perished but himself, with an account how he was at last as strangely deliver'd by pyrates : written by himself",893308098,fr
None,Oxford [etc.]. ,1957,Robinson Crusoe [enge],851054796,fr
None,Oxford UK ,1998,"The farther adventures of Robinson Crusoe, being the second and last part of his life, amd the strange surprizing accounts of his traavels round three parts of the globe.",1023584224,es
None,Oxford University Press ,1998,"The Story of Robinson Crusoe. [Part 1, abridged. With plates.].",559900809,en
None,Oxford University Press ,1950,Robinson Crusoe,58813908,en
None,Oxford University Press ,1946,"Life and Strange Surprizing Adventures of Robinson Crusoe of York, Mariner: Who Lived Eight and Twenty Years, All Alone in an Un-inhabited Island on the Coast of America, Near the Mouth of the Great R",940668781,en
None,Oxford University Press ,1946,"Life and Strange Surprizing Adventures of Robinson Crusoe of York, Mariner: Who Lived Eight and Twenty Years, All Alone in an Un-inhabited Island on the Coast of America, Near the Mouth of the Great R",940668781,fr
None,P.R. Gawthorn ,1950,The Life and Strange Adventures of Robinson Crusoe ... With numerous ... illustrations by Savile Lumley.,559892921,fr
None,Paderborn ,1912,Robinson Crusoe,73312376,fr
None,Paderborn ,1967,Robinson Crusoe,832493846,fr
None,Paderborn ,2017,Robinson Crusoe,837720540,en
None,Pakhoi ,1985,The adventures of Rorinson [sic] Crusoe : re-told from the original of Daniel Defoe,54196305,fr
None,Palo Alto ,1801,Robinson Crusoe,962215267,fr
None,Pan Macmillan ,1836,Robinson crusoe.,1023109290,fr
None,París ,1761,Robinson Crusoe,733658292,fr
mdp.39015078549063,Paris,1761,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oronoko. With an account of his deliverance thence, and his after surprising adventures.",19675958,fr
mdp.39015078550269,Paris,1768,"The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself.",44512770,fr
mdp.39015078557280,Paris,1768,"La vie et les avantures surprenantes de Robinson Crusoé, contenant son retour dans son isle, ses autres nouveaux voyages & ses réflexions. Traduit de l'anglois ...",23646692,fr
mdp.39015078557298,Paris,1782,"La vie et les avantures surprenantes de Robinson Crusoé, contenant son retour dans son isle, ses autres nouveaux voyages & ses réflexions. Traduit de l'anglois ...",23646692,fr
mdp.39015078557082,Paris,1782,"La vie et les aventures surprenantes de Robinson Crusoé; contenant son retour dans son isle, ses autres nouveaux voyages & ses réflexions. Traduit de l'anglois ...",23646721,fr
mdp.39015078557223,Paris,1782,"La vie et les aventures surprenantes de Robinson Crusoé; contenant son retour dans son isle, ses autres nouveaux voyages & ses réflexions. Traduit de l'anglois ...",23646721,fr
mdp.39015078556829,Paris,1782,"Aventures de Robinson Crusoë, depuis sa fuite de la maison paternelle jusqu'à son retour dans sa patrie.",23646754,fr
mdp.39015078557140,Paris,1782,"Aventures de Robinson Crusoë, depuis sa fuite de la maison paternelle jusqu'à son retour dans sa patrie.",23646754,fr
mdp.39015078557322,Paris,1795,"Aventures de Robinson Crusoë, depuis sa fuite de la maison paternelle jusqu'à son retour dans sa patrie.",23646754,fr
mdp.39015078557314,Paris,1796,"Aventures de Robinson Crusoë, depuis sa fuite de la maison paternelle jusqu'à son retour dans sa patrie.",23646754,fr
mdp.39015078557306,Paris,1796,"Aventures de Robinson Crusoë, depuis sa fuite de la maison paternelle jusqu'à son retour dans sa patrie.",23646754,fr
mdp.39015078556035,Paris,1799,"Histoire corrigée de Robinson Crusoé, dans son isle déserte. Ouvrage rendu propre à l'instruction de la jeunesse, sur l'avis et le plan de Jean-Jacques Rousseau ...",23646792,fr
mdp.39015078556027,Paris,1799,"Avantures surprenantes de Robinson Crusoé, traduites de l'anglois",23646795,fr
mdp.39015078556019,Paris,1800,"Avantures surprenantes de Robinson Crusoé, traduites de l'anglois",23646795,fr
uiuo.ark:/13960/t45q58v3j,Paris,1800,La vie et les aventures surprenantes de Robinson Crusoé.,13539170,fr
uiuo.ark:/13960/t15m6k86m,Paris,1800,La vie et les aventures surprenantes de Robinson Crusoé.,13539170,fr
mdp.39015078555987,Paris,1800,"La vie et les avantures de Robinson Crusoë, par Daniel Defoe; ancienne traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur, qui n'avoit pas encore paru. Édition ornée de 19 gravures d'après les dessins originaux. Entreprise par Charles Panckoucke ...",23400485,fr
mdp.39015078555995,Paris,1800,"La vie et les avantures de Robinson Crusoë, par Daniel Defoe; ancienne traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur, qui n'avoit pas encore paru. Édition ornée de 19 gravures d'après les dessins originaux. Entreprise par Charles Panckoucke ...",23400485,fr
mdp.39015078556001,Paris,1805,"La vie et les avantures de Robinson Crusoë, par Daniel Defoe; ancienne traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur, qui n'avoit pas encore paru. Édition ornée de 19 gravures d'après les dessins originaux. Entreprise par Charles Panckoucke ...",23400485,en
mdp.39015078555979,Paris,1805,Aventures de Robinson Crusoé. Par Feutry.,23400501,en
mdp.39015078555961,Paris,1805,Aventures de Robinson Crusoé. Par Feutry.,23400501,fr
mdp.39015078560011,Paris,1806,"Robinson Crusoé : mélodrame en trois actes : à grand spectacle / par R.C. Guilbert-Pixérécourt ; représenté pour la première fois à Paris ... le 10 vendemiaire an XIV, (2 octobre 1805) ; musique de mm. A. Piccini et Cerardin Lacour ; ballets de m. Aumer ; décorations de m. Matis.",23402366,fr
mdp.39015078559666,Paris,1806,"Robinson Crusoé : mélodrame en trois actes : à grand spectacle / par R.C. Guilbert-Pixérécourt ; représenté pour la première fois à Paris ... le 10 vendemiaire an XIV, (2 octobre 1805) ; musique de mm. A. Piccini et Cerardin Lacour ; ballets de m. Aumer ; décorations de m. Matis.",23402366,fr
hvd.hxjfmp,Paris,1806,"Robinson Crusoé : mélodrame en trois actes : à grand spectacle / par R.C. Guilbert-Pixérécourt ; représenté pour la première fois à Paris ... le 10 vendemiaire an XIV, (2 octobre 1805) ; musique de mm. A. Piccini et Cerardin Lacour ; ballets de m. Aumer ; décorations de m. Matis.",23402366,fr
mdp.39015078555938,Paris,1806,Aventures surprenantes de Robinson Crusoé. Traduites de l'anglais,23400527,en
mdp.39015078555946,Paris,1808,Aventures surprenantes de Robinson Crusoé. Traduites de l'anglais,23400527,fr
mdp.39015078555920,Paris,1808,Aventures surprenantes de Robinson Crusoé. Traduites de l'anglais,23400527,fr
mdp.39015078555953,Paris,1808,Aventures surprenantes de Robinson Crusoé. Traduites de l'anglais,23400527,fr
mdp.39015078555912,Paris,1810,La vie et les aventures surprenantes de Robinson Crusoé.,13528859,fr
mdp.39015078555896,Paris,1811,"Aventures de Robinson Crusoé, nouvellement imité de l'anglois ...",23400599,fr
mdp.39015078555888,Paris,1811,"Aventures de Robinson Crusoé, nouvellement imité de l'anglois ...",23400599,fr
mdp.39015078559302,Paris,1811,"Petit Robinson, ou, Les aventures de Robinson Crusoé, arrangées pour l'amusement de la jeunesse; par m.Henri Lemaire. Avec six jolies gravures.",23402284,fr
mdp.39015078558122,Paris,1811,"Aventures de Robinson Crusoé, avec 20. grav. et notes ...",23400746,fr
mdp.39015078558114,Paris,1812,"Aventures de Robinson Crusoé, avec 20. grav. et notes ...",23400746,en
mdp.39015078558106,Paris,1815,"Aventures de Robinson Crusoé, avec 20. grav. et notes ...",23400746,fr
mdp.39015078558098,Paris,1815,"Aventures de Robinson Crusoé, avec 20. grav. et notes ...",23400746,fr
mdp.39015078559328,Paris,1816,"Petit Robinson, ou, Les aventures de Robinson Crusoé, arrangées pour l'amusement de la jeunesse; par m.Henri Lemaire. Avec six jolies gravures.",23402307,fr
mdp.39015078558130,Paris,1816,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400707,fr
mdp.39015078558148,Paris,1816,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400707,fr
nyp.33433074911979,Paris,1816,"La vie et les aventures de Robinson Crusoě, par Daniel Defoe; traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur qui n'aviot pas encore paru;",23400781,fr
nyp.33433074911961,Paris,1816,"La vie et les aventures de Robinson Crusoě, par Daniel Defoe; traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur qui n'aviot pas encore paru;",23400781,fr
mdp.39015078558049,Paris,1816,"La vie et les aventures de Robinson Crusoě, par Daniel Defoe; traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur qui n'aviot pas encore paru;",23400781,fr
mdp.39015078558080,Paris,1816,"La vie et les aventures de Robinson Crusoě, par Daniel Defoe; traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur qui n'aviot pas encore paru;",23400781,fr
mdp.39015078558072,Paris,1816,"La vie et les aventures de Robinson Crusoě, par Daniel Defoe; traduction rev. et corr. sur la belle édition donnée par Stockdale en 1790, augmentée de la vie de l'auteur qui n'aviot pas encore paru;",23400781,fr
mdp.39015078558015,Paris,1816,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400798,fr
mdp.39015078558007,Paris,1816,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400798,fr
mdp.39015078558031,Paris,1821,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400798,fr
mdp.39015078558023,Paris,1821,"Aventures surprenantes de Robinson Crusoé, traduites de l'anglais.",23400798,fr
mdp.39015078559310,Paris,1821,"Petit Robinson, ou, Les aventures de Robinson Crusoé, arrangées pour l'amusement de la jeunesse; Par m. Henri Lemaire. Avec six jolies gravures.",23402327,fr
mdp.39015078557991,Paris,1821,Aventures de Robinson Crusoé ...,23400842,fr
mdp.39015078557983,Paris,1825,Aventures de Robinson Crusoé ...,23400842,fr
nnc1.0114637545,Paris,1825,Vie et aventures de Robinson Crusoé.,23401168,fr
nnc1.0114637553,Paris,1826,Vie et aventures de Robinson Crusoé.,23401168,fr
mdp.39015078557967,Paris,1826,"Robinson Crusoé, par Daniel De Foe, traduction de l'anglais, entièrement revue et corrigée par F.d'A. [i.e. François Gabriel Boisseau] ...",23401239,fr
mdp.39015078557975,Paris,1826,"Robinson Crusoé, par Daniel De Foe, traduction de l'anglais, entièrement revue et corrigée par F.d'A. [i.e. François Gabriel Boisseau] ...",23401239,fr
mdp.39015078557926,Paris,1827,Aventures de Robinson Crusoé; par Daniel De Foë. Traduction de Themiseul de Saint-Hyacinhte [!]. Éd. mignonne ...,13507848,fr
mdp.39015078557959,Paris,1827,Aventures de Robinson Crusoé; par Daniel De Foë. Traduction de Themiseul de Saint-Hyacinhte [!]. Éd. mignonne ...,13507848,fr
umn.31951002099124g,Paris,1827,"Petit Robinson; ou, Les aventures de Robinson Crusoé : arrangeés pour l'amusement de la jeunesse / par M. Henri Lemaire.",62610033,fr
mdp.39015078557918,Paris,1827,Les aventures de Robinson Crusoé ...,67160990,fr
mdp.39015078557900,Paris,1828,Les aventures de Robinson Crusoé ...,67160990,fr
mdp.39015078558056,Paris,1828,Les aventures de Robinson Crusoé ...,67160990,fr
mdp.39015078558064,Paris,1829,Les aventures de Robinson Crusoé ...,67160990,fr
mdp.39015078557405,Paris,1829,"Aventures de Robinson Crusoé. Traduction nouvelle, ornée de douze gravures ...",23401267,en
mdp.39015078557397,Paris,1829,"Aventures de Robinson Crusoé. Traduction nouvelle, ornée de douze gravures ...",23401267,fr
uc1.$b261448,Paris,1829,Aventures de Robinson [!] Tr. nouvelle ...,16266529,fr
mdp.39015078557421,Paris,1829,Vie et aventures de Robinson Crusoé.,23401286,fr
mdp.39015078557413,Paris,1829,Vie et aventures de Robinson Crusoé.,23401286,en
hvd.hn33q6,Paris,1829,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,fr
hvd.hn33q5,Paris,1835,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,fr
hvd.hn33q4,Paris,1836,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,en
hvd.hn33q7,Paris,1836,Aventures surprenantes de Robinson Crusoe. Traduites de l'anglais.,78484432,fr
mdp.39015078558312,Paris,1837,Aventures de Robinson Crusoé / [Daniel Defoe].,3030242,fr
mdp.39015078558791,Paris,1837,"Aventures de Robinson Crusoé, traduction nouvelle, ornée de gravures ...",23401340,fr
mdp.39015078558783,Paris,1839,"Aventures de Robinson Crusoé, traduction nouvelle, ornée de gravures ...",23401340,fr
mdp.39015078558775,Paris,1839,"Aventures de Robinson Crusoé, par Daniel de Foé, traduites par mm. A. Tastu, suivies d'une notice sur Foé et sur le matelot Selkirk, par Louis Reybaud, et ornées de 50 gravures sur acier, d'après les dessins de m.de Sainson ...",5999837,fr
mdp.39015078558767,Paris,1839,"Aventures de Robinson Crusoé, par Daniel de Foé, traduites par mm. A. Tastu, suivies d'une notice sur Foé et sur le matelot Selkirk, par Louis Reybaud, et ornées de 50 gravures sur acier, d'après les dessins de m.de Sainson ...",5999837,fr
mdp.39015078558346,Paris,1839,"Les aventures de Robinson Crusoé, traduites de l'anglais de Daniel De Foe. Ornées de huit vignettes gravées d'après les dessins de m. de Sainson ...",54182365,fr
mdp.39015078560326,Paris,1840,Aventures de Robinson Crusoé : traduction nouvelle de l'Anglais.,81281234,fr
mdp.39015078560318,Paris,1845,Aventures de Robinson Crusoé : traduction nouvelle de l'Anglais.,81281234,fr
ucm.5325851956,Paris,1846,Robinson dans son ile ou abrege des aventures de Robinson / a l'usage autorise par le conseil ...,None,fr
mdp.39015078558718,Paris,1846,"Aventures de Robinson Crusoe, par Daniel Defoe; traduction nouvelle; édition illustrée par Grandville.",5431734,fr
mdp.39015078559617,Paris,1847,"L'île de Robinson, comédie-vaudeville en un acte ...",23402213,fr
mdp.39015078558650,Paris,1848,"Aventures de Robinson Crusoé par Daniel De Foe, traduites par mme Amable Tastu, précédées d'une notice sur De Foe, par m.Philarète Chasles et suivies d'une notice sur le matelot Selkirk et sur les Caraibes par F. denis, et d'une dissertation religieuse par l'abbé Labouderie;",23401550,fr
mdp.39015078558668,Paris,1850,"Aventures de Robinson Crusoé par Daniel De Foe, traduites par mme Amable Tastu, précédées d'une notice sur De Foe, par m.Philarète Chasles et suivies d'une notice sur le matelot Selkirk et sur les Caraibes par F. denis, et d'une dissertation religieuse par l'abbé Labouderie;",23401550,fr
mdp.39015078558254,Paris,1850,Aventures de Robinson Crusoé / de Daniel Foë.,185028296,fr
mdp.39015078558643,Paris,1854,Aventures de Robinson Crusoé; traduction nouvelle.,23401576,fr
hvd.hn1lx1,Paris,1854,"Robinson Crusoé, par Daniel Foé, précédé d'une notice sur sa vie et ses ouvrages.",23401602,fr
mdp.39015078558635,Paris,1855,"Robinson Crusoé, par Daniel Foé, précédé d'une notice sur sa vie et ses ouvrages.",23401602,fr
nyp.33433075916878,Paris,1855,Exercices d'écriture phonétique. Aventures de Robinson Crusoë. [By D. Defoe],37741619,fr
hvd.hwjv2p,Paris,1855,Robinson Crusoé / Précédé d'une notice sur sa vie et ses ouvrages.,236077539,en
nyp.33433082127642,Paris,1857,Aventures de Robinson Crusoé. Illustreé de 26 grandes lithographies très-soignées par Coppin. Traduction nouvelle.,36924030,fr
njp.32101027913001,Paris,1859,"Aventures de Robinson Crusoé. Tr. par Amable Tastu, précédées d'une étude sur De Foe, par Philarète Chasles ...",43463971,en
mdp.39015078559583,Paris,1862,Le petit Robinson Crusoé.,52377363,en
hvd.hwjv1c,Paris,1863,Robinson Crusoé. Par Daniel Foé Précédé d'une notice sur sa vie et ses ouvrages.,37262909,fr
uva.x001180255,Paris,1865,Aventures de Robinson Crusoe : traduction nouvelle.,21085698,de
loc.ark:/13960/t0bv8s369,Paris,1865,"Aventures de Robinson Crusoé, illustrées par Gavarni.",None,de
mdp.39015078559468,Paris,1865,"La vie et les aventures de Robinson Crusoé, par Daniel De Foë; traduites de l'anglais. Éd. abrégée à l'usage des enfants. Avec 40 gravures.",23401777,de
mdp.39015078559419,Paris,1865,Aventures de Robinson Crusoé.,23401698,de
mdp.39015078559427,Paris,1869,"Aventures de Robinson Crusoé, par Daniel De Foé. Nouvelle traduction.",23401728,fr
mdp.39015078559435,Paris,1870,"Aventures de Robinson Crusoé, par Daniel De Foë. Nouvelle traduction",28651966,fr
loc.ark:/13960/t6d23759g,Paris,1876,"La vie et les aventures de Robinson Crusoé,",None,af
mdp.39015078559450,Paris,1877,"Aventures de Robinson Crusoé, par Daniel De Foë; traduction nouvelle, illustrée de 20 gravures.",2277559,en
mdp.39015078558528,Paris,1877,"Robinson Crusoé, précédé d'une notice sur la vie et les ouvrages de l'auteur, illustré de cent gravures.",23401843,en
mdp.39015078559682,Paris,1881,Aventures de Robinson Crusoé traduit de l'anglais de Daniel De Foé,23401859,en
mdp.39015078559559,Paris,1883,Étranges aventures de Robinson Crusoe,19962444,hu
mdp.39015078559500,Paris,1885,"Robinson Crusoé, précédé d'une notice sur la vie et les ouvrages de l'auteur, illustré de cent gravures.",23401903,en
mdp.39015078559252,Paris,1889,"Aventures de Robinson Crusoë, par Daniel De Foë; traduction nouvelle, illustrations de Grandville.",23401972,en
mdp.39015078558494,Paris,1890,"Robinson Crusoé, précédé d'une notice sur la vie et les ouvrages de l'auteur, illustré de cent gravures.",23402045,en
mdp.39015078559591,Paris,1895,"Aventures de Robinson Crusoé, d'après Daniel De Foé.",23402187,en
mdp.39015078559294,Paris,1897,Les aventures de Robinson Crusoé : édition illustrée de cent gravures coloriées.,23402234,eng
mdp.39015078559260,Paris,185?,Les aventures de Robinson Crusoé; nombreuses illustrations par K. Halswelle et V.-A. Poirson.,23402066,eng
mdp.39015078559278,Paris,185?,"Aventures de Robinson Crusoé, par Daniel De Foë. Traduction nouvelle.",23402092,eng
mdp.39015078559674,Paris,1813,Aventures de Robinson Crusoé ... / [Daniel] De Foë ; avec de nombreuses gravures par Émile Mas.,70913862,eng
mdp.39015078557447,Paris,1867,La vie et les aventures de Robinson Crusoe.,41203746,eng
mdp.39015078557439,Paris,1867,La vie et les aventures de Robinson Crusoe.,41203746,eng
mdp.39015078558577,Paris,1896,"Robinson Crusoé, par Daniel Foé [sic] précédé d'une notice sur sa vie et ses ouvrages.",21553329,eng
mdp.39015078558338,Paris,1896,"Les aventures de Robinson Crusoé, traduites de l'anglais de Daniel De Foe. Ornées de huit vignettes gravées d'après les dessins de m. de Sainson ...",54182365,eng
mdp.39015078559401,Paris,49,"Aventures de Robinson Crusoé par Daniel De Foë, suivies d'une notice sur Selkirk et les Caraïbes par m. Ferdinand Denis; illustrations par Gavarni.",67412214,eng
nnc1.cu58509402,Paris,49,"Robinson Crusoëus, tr. into the Latin by F.J. Goffaux.",27398207,eng
mdp.39015078560755,Paris,1768,"Aventuras de Robinson Crusoé por Defoe, traducidas al castellano del original inglés.",28059168,eng
mdp.39015078560763,Paris,1768,"Aventuras de Robinson Crusoé por Defoe, traducidas al castellano del original inglés.",28059168,eng
hvd.hwjuzl,Paris,1780,Aventuras de Robinsón Crusoé / Traducidas al castellano del original inglés.,236077543,eng
hvd.hwjuzm,Paris,1780,Aventuras de Robinsón Crusoé / Traducidas al castellano del original inglés.,236077543,eng
None,Paris ,1783,"ventures de Robinson Crusoé, traduction nou?elle, ornée de six gravures ...",54163065,eng
None,Paris ,1783,"ventures de Robinson Crusoé, traduction nou?elle, ornée de six gravures ...",54163065,eng
None,Paris ,1796,"La vie et les avantures surprenantes de Robinson Crusoe : ... - Réflexions sérieuses et importantes de Robinson Crusoe ... avec sa vision du monde angélique ... Traduit de l'anglois, par Thémiseuil de Saint-Hyacinthe et J. Van Effen.",457493398,eng
None,Paris ,1800,"La Vie et les aventures surprenantes de Robinson Crusoe ... - Réflexions sérieuses et importantes de Robinson Crusoe ... avec sa vision du monde angélique ... Traduit de l'anglois (de D. Defoe), par Thémiseuil de Saint-Hyacinthe et J. Van Effen.",457493414,eng
None,Paris ,1800,"The Life and most surprising Adventures of Robinson Crusoe, of York, Mariner : Who lived eight and twenty years in an unhabitant island on the coast of America ...",165813383,eng
None,Paris ,1801,"The Life and most surprising Adventures of Robinson Crusoe, of York, Mariner : Who lived eight and twenty years in an unhabitant island on the coast of America ...",165813383,eng
None,Paris ,1808,"The Life and most surprising adventures of Robinson Crusoe ... (by D. Defoe.) Second edition, revised by M. D***",457493102,en
None,Paris ,1808,"The life and most surprising adventures of Robinson Crusoe : of York, mariner ; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. Second edition. Revised by M. D***.",828585531,eng
None,Paris ,1809,"Avantures surprenantes de Robinson Crusoé, traduites de l'anglois.",609191168,eng
None,Paris ,1817,La vie et les avantures de Robinson Crusoe. T. 2.,61997405,eng
None,Paris ,1820,La Vie et les avantures de Robinson Crusoe / 3 (1800).,165563580,eng
None,Paris ,1825,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oronoko : with an account of his deliverance thence, and his after surprising adventures.",19675958,eng
None,Paris ,1825,"Aventures de Robinson Crusoé, nouvellement imité de l'anglois ...",23400599,eng
None,Paris ,1826,La vie et les aventures surprenantes de Robinson Crusoe T. 2,832603760,eng
None,Paris ,1827,"La vie et les aventures surprenantes de Robinson Crusoé, contenant son retour dans son isle, ses autres nouveaux voyages.",978109704,eng
None,Paris ,1829,"Petit Robinson, ou les Aventures de Robinson Crusoé, arrangées pour l'amusement de la jeunesse, par M. Henri Lemaire ; avec six jolies gravures. Cinquième édition, revue et corrigée. [An adaptation of pt. 1.].",559902856,eng
None,Paris ,1829,Aventures suprenantes de Robinson Crusoe traduites de L'Anglais.,845356495,eng
None,Paris ,1829,"The life and surprising adventures of Robinson Crusoe, of York, mariner: with an account of his travels round three parts of the globe.",44713079,eng
None,Paris ,1835,The Life and surprising adventures of Robinson Crusoe ... (by D. Defoe.) ...,759624076,eng
