"id","title","year","language","authors"
"mdp.39015078552265","The life and strange surprising adventures of Robinson Crusoe, of York, mariner. As related by himself. By Daniel Defoe. With upwards of one hundred illustrations.","1869","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078555771","The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonised.","1802","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556860","The life and surprising adventures of Robinson Crusoe of York, mariner. : From the original, in words of one syllable. / by Mary A. Schwacofer.","1882","eng","Defoe, Daniel 1661?-1731; Oliver, Robt. Wm. (Robert William) 1814-1899 inscriber; Hill, Josia H. former owner; Baum, Richard Roup former owner; Gorham, Charlie former owner; Schwacofer, Mary A; Cassell Publishing Co"
"mdp.39015078550087","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...","1812","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554444","The life and surprising adventures of Robinson Crusoe / by Daniel Defoe ; with illustrations in color by John Williamson.","1920","eng","Defoe, Daniel 1661?-1731; Lutz, Frank Edward former owner; Williamson, John 1751 or 57-1818 ill; Washington Square Press (Philadelphia, Pa.) printer; J.B. Lippincott Company publisher"
"hvd.32044011238607","Serious reflections during the life and surprising adventures of Robinson Crusoe : with his vision of the angelic world / Ed. by George A. Aitken, with illus. by. J. B. Yeats.","1895","eng","Defoe, Daniel 1661?-1731; Aitken, George Atherton 1860-1917 editor; Aitken, George Atherton 1860-1917 ed"
"mdp.39015078552026","Robinson Crusoe, edited after the original editions by J.W. Clark ...","1891","eng","Defoe, Daniel 1661?-1731; Clark, John Willis 1833-1910 ed"
"mdp.39015078554204","The adventures of Robinson Crusoe.","1920","eng","Defoe, Daniel 1661?-1731; Thomas, William Luson 1830-1900 engraver; Linton, W. J. (William James) 1812-1897 engraver; Thompson, G. H. (George Henry) 1853-1953 engraver; Wentworth, Frederick engraver; Marriott, R. S engraver; McLoughlin Bros., inc publisher"
"mdp.39015078557959","Aventures de Robinson Cruso?; par Daniel De Fo?. Traduction de Themiseul de Saint-Hyacinhte [!]. ?d. mignonne ...","1827","fre","Defoe, Daniel 1661?-1731; Effen, Justus van 1684-1735 tr; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr"
"hvd.hxjfmp","Robinson Cruso? : m?lodrame en trois actes : ? grand spectacle / par R.C. Guilbert-Pix?r?court ; repr?sent? pour la premi?re fois ? Paris ... le 10 vendemiaire an XIV, (2 octobre 1805) ; musique de mm. A. Piccini et Cerardin Lacour ; ballets de m. Aumer ; d?corations de m. Matis.","1805","fre","Pix?r?court, R.-C. Guilbert de (Ren?-Charles Guilbert) 1773-1844; Defoe, Daniel 1661?-1731"
"umn.31951002099124g","Petit Robinson; ou, Les aventures de Robinson Cruso? : arrange?s pour l'amusement de la jeunesse / par M. Henri Lemaire.","1826","fre","Defoe, Daniel 1661?-1731; Lemaire, H. (Henry) 1756-1808"
"hvd.32044097046239","Elements of geometry, plane and spherical : with numerous practical problems / by Horatio N. Robinson ; rewritten by I.F. Quinby.","1868","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Quinby, I. F"
"ucm.5325851956","Robinson dans son ile ou abrege des aventures de Robinson / a l'usage autorise par le conseil ...","1839","fre","Defoe, Daniel 1660-1731; Gratiot, Amedee (y compa?ia), (Par?s) imp; Hachette, Louis (Par?s) 1800-1864 ed; Escuela Normal Central de Maestros (Madrid) ant. pos"
"hvd.hn5bvg","The life and most surprising adventures of Robinson Crusoe, of York, mariner.","1826","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074919725","The life and adventures of Robinson Crusoe ... By Daniel Defoe.","1805","eng","Defoe, Daniel 1661?-1731"
"mdp.39015074251896","The life and adventures of Robinson Crusoe / by Daniel De Foe.","1847","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556852","Robinson Crusoe done in poster stamps.","1915","eng","Defoe, Daniel 1661?-1731; United Art Publishing Company publisher"
"mdp.39015078552497","The life and surprising adventures of Robinson Crusoe, of York, mariner : with a biographical account of Defoe / illustrated with characteristic engravings.","1864","eng","Defoe, Daniel 1661?-1731; Blanchard, George S. pbl; Cocheu &amp; Co egr"
"mdp.39015078550079","The life and adventures of Robinson Crusoe, originally written by Daniel Defoe. Revised for the use of young persons, and illustrated with sixteen copper plates.","1813","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553347","Life and adventures of Robinson Crusoe / by Daniel De Foe ; including a memoir of the author, and an essay on his writings.","1875","eng","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Porter &amp; Coates publisher"
"mdp.39015078554675","Robinson Crusoe / by Daniel Defoe.","1900","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551168","The adventures of Robinson Crusoe. By Daniel De Foe. With a memoir of the author. Illustrated by separate coloured and tinted plates, and numerous woodcuts inserted in the text. The woodcuts and tinted engravings designed by T.H. Nicholson, and engraved by C.W. Sheeres. The coloured plates, from water-colour sketches by H. Anelay and R. Hutulla, printed by William Dickes.","1862","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552257","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. / Written by himself ...","1879","eng","Defoe, Daniel 1661?-1731; Serrano, Peter; Halswelle, Keeley 1832-1891 ill; Adams, W. H. Davenport (William Henry Davenport) 1828-1891 ed; Thomas Nelson &amp; Sons publisher"
"mdp.39015078552018","The adventures of Robinson Crusoe, by Daniel Defoe, newly edited after the original editions, with twenty illustrations by Kauffman.","1891","eng","Defoe, Daniel 1661?-1731"
"hvd.32044024157547","Serious reflections during the life and surprising adventures of Robinson Crusoe : with his Vision of the angelic world / Edited by George A. Aitken with illustrations by J.B. Yeats.","1899","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074919733","The life and adventures of Robinson Crusoe ... By Daniel Defoe.","1805","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078572081","Robinson Crusoe, efter Joachim Heinrich Campe. Ny bearbetning. Med 8 helsidesbilder efter Thomas Stothard's kopparstick.","1904","swe","Campe, Joachim Heinrich 1746-1818; Stothard, Thomas 1755-1834 illus; Defoe, Daniel 1661?-1731"
"mdp.39015078551150","The life and adventures of Robinson Crusoe. By Daniel Defoe. With one hundred illustrations by Edward H. Wehnert.","1862","eng","Defoe, Daniel 1661?-1731"
"mdp.39015074251888","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years on an uninhabited island / [Daniel Defoe].","1837","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078555755","The life and adventures of Robinson Crusoe. Embellished with elegant engravings.","1809","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554667","The life and adventures of Robinson Crusoe / by Daniel Defoe ; illustrated by Frances Brundage.","1940","eng","Defoe, Daniel 1661?-1731; Brundage, Frances 1854-1937 ill; Saalfield Pub. Co"
"mdp.39015078556845","La vie et les aventures surprenantes de Robinson Cruso?, contenant, entre autres ?v?nemens, le s?jour qu'il, a fait, pendant vingt-huit ans, dans une ?le d?serte, si#u?e sur la c?te de l'Am?rique, pr?s 1'embouchure de la grande riviere Oroonoque ...","1784","fre","Defoe, Daniel 1661?-1731; Picart, Bernard 1673-1733 engr; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078549089","The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures / by Daniel De Foe [sic] ...","1803","eng","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Mundell and Son printer; Mundell and Son"
"mdp.39015078555995","La vie et les avantures de Robinson Cruso?, par Daniel Defoe; ancienne traduction rev. et corr. sur la belle ?dition donn?e par Stockdale en 1790, augment?e de la vie de l'auteur, qui n'avoit pas encore paru. ?dition orn?e de 19 gravures d'apr?s les dessins originaux. Entreprise par Charles Panckoucke ...","1800","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078553339","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, : as related by himself / by Daniel De Foe ; with an autobiographical memoir of the author and a Life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested.","1872","eng","Defoe, Daniel 1661?-1731; Williams, George Seth former owner; Howell, John 1788-1863; Selkirk, Alexander 1676-1721; Edgewood Publishing Co; Hubbard Bros"
"hvd.32044097002430","Robinson's progressive intellectual arithmetic; on the inductive plan. Being a sequel to the Progressive primary arithmetic ... and designed for the more advanced classes in common schools and academies. Edited by Daniel W. Fish.","1891","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899 editor; Fish, Daniel W. 1820-1899 ed"
"mdp.39015078554493","The life and strange surprising adventures of Robinson Crusoe of York, mariner / by Daniel Defoe ; illustrated by Walter S. Rogers.","1939","eng","Defoe, Daniel 1661?-1731; Rogers, Walter S"
"mdp.39015078554253","Robinson Crusoe / by Daniel Defoe.","1910","eng","Defoe, Daniel 1661?-1731; Parsons, Lola M. former owner; F.M. Lupton (Firm) publisher"
"mdp.39015078556431","The little Robinson Crusoe.","1849","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078555342","The life and wonderful adventures of Robinson Crusoe. Embellished with beautiful engravings.","1859","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557520","Het leven en de lotgevallen van Robinson Crusoe; door Daniel De Foe. Opnieuw uitgegeven door J.J.A. Goeverneur. Met 190 houtsnee- en 8 gelithographeerde platen.","1879","dut","Defoe, Daniel 1661?-1731; Goeverneur, J. J. A. (Johan Jacob Antonie) 1809-1889"
"mdp.39015078558858","Robinson Crusoe. Seine lebensschicksale, erfahrungen und abenteuer. Nach dem englischen original von Daniel De Foe f?r die deutsche jugend bearbeitet von Friedrich Meister. Mit vier buntbildern nach originalzeichnungen von Adalbert von R?ssler.","1891","ger","Defoe, Daniel 1661?-1731; Meister, Friedrich. ed"
"mdp.39015078559708","Robinson Crusoe. / Von Daniel de Foe. ; Nach Carl B?ttgers deutscher bearbeitung neu erz?hlt von O.L. Heubner.","1914","ger","Defoe, Daniel 1661?-1731; M?ser, Julius printer; Heubner, O. L; B?ttger, Carl; Wigand, Georg publisher"
"hvd.32044055333041","Robinson Crusoe / Edited after the original editions [by J. W. Clark]. With a biographical introduction by Henry Kingsley.","1868","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549907","The life and surprising adventures of Robinson Crusoe, of York, mariner: who lived eight-and-twenty years, all alone, on an uninhabited island, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself ...","1810","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074919717","The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...","1790","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557991","Aventures de Robinson Cruso? ...","1821","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"nyp.33433074919709","The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...","1790","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557512","Het leven en de vreemde, wonderbare lotgevallen van Robinson Crusoe, een zeeman van York, door Daniel Defoe.","1889","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078553396","The life and surprising adventures of Robinson Crusoe of York, mariner / by Daniel Defoe ; with twenty-nine full-page illustrations by Gordon Browne and Ernest Griset, and five original colored plates.","1890","eng","Defoe, Daniel 1661?-1731; Griset, Ernest Henry 1844-1907 ill; Browne, Gordon 1858-1932 ill; A.L. Burt Company publisher"
"mdp.39015078556423","Robinson Crusoe.","1889","eng","Defoe, Daniel 1661?-1731; McLoughlin Bros., inc publisher"
"mdp.39015078558841","Leben und abenteuer des Robinson Crusoe, nach der vollst?ndigen englischen ausgabe von Daniel Defoe, bearbeitet von A. Puchta. Mit sechs farbdruckbildern und ?ber 100 textillustrationen.","1903","ger","Defoe, Daniel 1661?-1731; Puchta, A. tr"
"mdp.39015078552067","Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.","1879","eng","Defoe, Daniel 1661?-1731; Browne, Hablot Knight 1815-1882 illus"
"nc01.ark:/13960/t16m4bv9b","Robinson Crusoe : in words of one syllable / by Daniel Defoe.","1900","eng","Defoe, Daniel 1661?-1731"
"mdp.39015062656940","Aventures de Robinson Cruso?, traduites de Daniel De Foe.","1860","fre","Defoe, Daniel 1661?-1731"
"hvd.hn5gcc","Robinson's progressive practical arithmetic : containing the theory of numbers, in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science : for common schools and academies / by Daniel W. Fish.","1877","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899"
"hvd.hw3fgf","The life and strange surprising adventures of Robinson Crusoe, of York, mariner/ by Daniel Defoe; with nearly one hundred original drawings and decorations done from sketches made in the tropics specially for this work, by the brothers Louis and Frederick Rhead.","1900","eng","Defoe, Daniel 1661?-1731; Rhead, F. A. (Frederick Alfred) 1855- illustrator; Rhead, Louis 1857-1926 illustrator; Schoonover, Frank E. 1877-1972; Schoonover, Frank Earle 1877-1972"
"uc2.ark:/13960/t6h13800w","Funeral oration on the death of Joseph Scaliger; by Daniel Hensius, delivered in the Hall of theology of the University of Leyden, immediately after the obsequies, 25 January, 1609. Tr. into English for the first time, from the first ed., ex officina Plantiana Raphelengii, MDCVIIII, by George W. Robinson ...","1915","eng","Heinsius, Daniel 1580-1655; Robinson, George Washington"
"mdp.39015078509216","Gyro II : a macro-defined system for list processing / by Daniel F. Carson and George A. Robinson.","1966","eng","Carson, Daniel F; Robinson, George A; U.S. Atomic Energy Commission; Argonne National Laboratory Applied Mathematics Division"
"mdp.39015078557983","Aventures de Robinson Cruso? ...","1821","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078555326","Bysh's edition of the Life of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island. Embellished with eight coloured engravings.","1839","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552299","Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.","1868","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553388","Life and adventures of Robinson Crusoe / by Daniel De Foe [sic] ; including a memoir of the author, and an essay on his writings.","1890","eng","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; John W. Lovell Company publisher"
"mdp.39015078554477","Robinson Crusoe / by Daniel Defoe ; edited by Althea Clinton ; illustrated by George Lawson.","1934","eng","Defoe, Daniel 1661?-1731; Lawson, George ill; Clinton, Althea; Saalfield Pub. Co"
"mdp.39015078557504","Robinson Crusoe. Naar het engelsch van De Foe, vertaald door mej.A.Van Schouwenburg. Met 34 afbeeldingen.","1887","dut","Defoe, Daniel 1661?-1731; Schouwenburg, A.Van tr"
"mdp.39015078553149","The life and adventures of Robinson Crusoe, by Daniel De Foe. With ten full-page colored plates and fifty-two wood engravings by J.D. Watson.","1888","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558833","Leben und abenteuer des Robinson Crusoe von Daniel Defoe; neu aus dem englischen ?bersetzt und mit literarhistorischer einleitung versehen von prof.dr. Hermann Ullrich.","1905","ger","Defoe, Daniel 1661?-1731; Ullrich, Hermann 1854-1932 ed. &amp; tr"
"nnc2.ark:/13960/t6c25q64r","An inaugural essay, on the treatment of wounds of the femoral vein : submitted to the examination of Samuel Bard ... and the trustees and professors of the College of Physicians and Surgeons of the University of the State of New-York / and publicly defended for the degree of doctor of medicine ... By Daniel A. Robinson ...","1819","eng","Robinson, Daniel A"
"nyp.33433087574616","Elements of geometry, plane and spherical : with numerous practical problems / by Horatio N. Robinson ; rewritten by I.F. Quinby.","1868","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Quinby, I. F"
"uc2.ark:/13960/t42r3z58x","The life and strange surprising adventures of Robinson Crusoe of York, mariner. As related by himself.","1889","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552281","The life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Oronooque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Also the further adventures, written by himself. By Daniel Defoe. With twenty-five illustrations.","1868","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551192","Life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ... With new designs on wood by Anderson.","1861","eng","Defoe, Daniel 1661?-1731; Anderson, Alexander 1775-1870 ill"
"mdp.39015078552042","The life and surprising adventures of Robinson Crusoe of York, mariner, by Daniel Defoe. with thirty-seven illustrations by George Cruikshank.","1890","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus; Major, John 1782-1849"
"mdp.39015078553131","The adventures of Robinson Crusoe, by Daniel Defoe, newly edited after the original editions, with twenty illustrations by Kauffman.","1889","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557736","Beknopte levensgeschiedenis van Robinson Crusoe, bevattende zijne voornaamste lotgevallen en ontmoetingen; opgesteld ten dienste van de jeugd. Met zes en twintig plaatjes.","1839","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078556886","Robinson Crusoe : his life and strange, surprising adventures by Daniel Defoe, in words of one syllable / [Lucy Aikin].","1899","eng","Aikin, Lucy 1781-1864; Defoe, Daniel 1661?-1731; Naumann, P; Paget, Walter 1863-1935"
"mdp.39015078557975","Robinson Cruso?, par Daniel De Foe, traduction de l'anglais, enti?rement revue et corrig?e par F.d'A. [i.e. Fran?ois Gabriel Boisseau] ...","1825","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Boisseau, F. G. (Fran?ois Gabriel) 1791-1836; Effen, Justus van 1684-1735 tr"
"mdp.39015078555318","The adventures of Robinson Crusoe : the York mariner. Embellished with ... engravings.","1839","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556407","Robinson Crusoe.","1896","eng","Defoe, Daniel 1661?-1731; McLoughlin Bros., inc publisher"
"mdp.39015078550921","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. With illustrations by Thomas Stothard, R. A., engraved by Charles Heath.","1847","eng","Defoe, Daniel 1661?-1731; Heath, Charles 1785-1848 illus; Stothard, Thomas 1755-1834 illus"
"uc2.ark:/13960/t78s4p19q","Christian belief in God. A German criticism of German materialistic philosophy, by Georg Wobbermin.  Tr. from the 3d German ed. by Daniel Sommer Robinson.","1918","eng","Wobbermin, George 1869-; Robinson, Daniel Sommer 1888-; Yale University James Wesley Cooper Memorial Publication Fund"
"hvd.32044096999834","Robinson's progressive practical arithmetic : containing the theory of numbers, in connection with concise analytic and synthetic methods of solution, and designed as a complete text-book on this science, for common schools and academies / by Daniel W. Fish.","1879","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Ivison, Blakeman, Taylor &amp; Co"
"mdp.39015078549931","The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.","1810","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821 ed"
"mdp.39015078558890","Daniel Defoes Robinson Crusoe, der deutschen Jugend neu erz?hlt von Otto Ernst [pseud.] illustriert von Ludwig Berwald. [1. bis 10. tausend]","1911","ger","Defoe, Daniel 1661?-1731"
"nyp.33433074911854","Adventures de Robinson Crusoe?. Traduction nouvelle, orne?e de dix gravures ...","1836","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078560722","Den engelska Robinson Crusoes underliga och s?llsamma resor och lefwernes beskrifning, af honom sjelf sammanfattade och nu p? swenska ?fwersatte.","1772","swe","Defoe, Daniel 1661?-1731"
"mdp.39015078559500","Robinson Cruso?, pr?c?d? d'une notice sur la vie et les ouvrages de l'auteur, illustr? de cent gravures.","1877","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078558650","Aventures de Robinson Cruso? par Daniel De Foe, traduites par mme Amable Tastu, pr?c?d?es d'une notice sur De Foe, par m.Philar?te Chasles et suivies d'une notice sur le matelot Selkirk et sur les Caraibes par F. denis, et d'une dissertation religieuse par l'abb? Labouderie;","1846","fre","Defoe, Daniel 1661?-1731; Tastu, Amable tr; Labouderie, Jean 1776-1849; Denis, Ferdinand 1798-1890; Chasles, Philar?te 1798-1873; Selkirk, Alexander 1676-1721"
"nyp.33433074911862","Adventures de Robinson Crusoe?. Traduction nouvelle, orne?e de dix gravures ...","1836","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078560730","Robinson Cruso? / naar het hollandsch van Gerard Keller door raden Karta Winata, translateur voor de soendasche taal.","1879","dut","Defoe, Daniel 1661?-1731; Winata, Karta raden; Keller, Gerard 1829-1899"
"mdp.39015078556472","Robinson Crusoe.","1890","eng","Gosling, William A. former owner; Burnside, Helen Marion; Defoe, Daniel 1661?-1731; Raphael Tuck &amp; Sons publisher"
"mdp.39015078555144","The surprising adventures of Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonized.","1816","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556233","Robinson Crusoe; or, Harlequin Friday. A grand pantomime, in two acts, as performed at the Theatre-royal, Newcastle upon Tyne, in 1791 ...","1791","eng","Sheridan, Richard Brinsley 1751-1816; Defoe, Daniel 1661?-1731"
"nyp.33433074909783","La vie et les aventures surprenantes de Robinson Crusoe? : contenant entre autres e?ve?nemens, le se?jour qu'il a fait pendant vingt-huit ans dans une i?le de?serte, situe?e sur la co?te de l'Ame?rique, pre?s de l'embouchure de la grande riviere Oroonoque.","1784","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, The?miseul de 1684-1746; Effen, Justus van 1684-1735"
"mdp.39015078557322","Aventures de Robinson Cruso?, depuis sa fuite de la maison paternelle jusqu'? son retour dans sa patrie.","1782","fre","Defoe, Daniel 1661?-1731"
"uc2.ark:/13960/t7xk86q8r","Robinson Crusoe : edited after the original editions / Daniel Defoe ; with a biographical introduction by Henry Kingsley.","1882","eng","Defoe, Daniel 1661?-1731; Kingsley, Henry"
"mdp.39015078550913","The life and adventures of Robinson Crusoe; by Daniel De Foe.","1849","eng","Defoe, Daniel 1661?-1731"
"hvd.hw3fvs","The life and adventures of Robinson Crusoe : mariner, of Hull / by Daniel Defoe ; with biographical memoir and illustrative notes ; in two volumes, with eight etchings by M. <sic> Mouilleron and portrait by L. Flameng.","1882","eng","Defoe, Daniel 1661?-1731; Ballantyne, John Alexander d. 1863 egr; Flameng, Le?opold 1831-1911 egr; Mouilleron, Adolphe 1820-1881 ill; Ballantyne Press prt; Ballantyne, Hanson &amp; Co prt; Scribner &amp; Welford pbl; J.C. Nimmo and Bain pbl"
"mdp.39015078549709","The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.","1789","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549949","The life and adventures of Robinson Crusoe; including an account of his shipwreck, and residence for twenty-nine years on an unknown island, the remarkable history of his deliverance; and the extraordinary circumstances which afterwards befel him in various parts of the world. Written by himself ... Illustrated with engravings, from original designs ...","1819","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074909791","La vie et les aventures surprenantes de Robinson Crusoe? : contenant entre autres e?ve?nemens, le se?jour qu'il a fait pendant vingt-huit ans dans une i?le de?serte, situe?e sur la co?te de l'Ame?rique, pre?s de l'embouchure de la grande riviere Oroonoque.","1784","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, The?miseul de 1684-1746; Effen, Justus van 1684-1735"
"mdp.39015078560714","Den verklige Robinson Crusoe's lefverne och ?fventyr. Samt tjugu?tta?ruga vistande p? en obebodd ?, af Daniel de Fo?. Med ?tta plancher och tvenne i texten intryckta illustrationer ...","1871","swe","Defoe, Daniel 1661?-1731"
"mdp.39015078558882","Robinson Cruso? des aelteren reisen, wunderbare abenteuer und erlebnisse. Begleitet von einer geschichte der Robinsonaden und einer lebensszkizze des Daniel de Foe ... von dr. C.F. Lauckhard ...","1882","ger","Defoe, Daniel 1661?-1731; Spamer, Franz Otto 1820-1886 ed; Lauckhard, Karl Friedrich 1813-1876"
"mdp.39015078557793","La vie et les avantures surprenantes de Robinson Crusoe, contenant entre autres ?venemens, le s?jour qu'il a fait pendant vingt & huit ans dans une isle deserte, situ?e sur la c?te de l'Amerique, pr?s de l'embouchure de la grande riviere Oroonoque. Le tout ?crit par lui-m?me. Traduit de l'anglois.","1721","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078557314","Aventures de Robinson Cruso?, depuis sa fuite de la maison paternelle jusqu'? son retour dans sa patrie.","1782","fre","Defoe, Daniel 1661?-1731"
"nyp.33433074911870","The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself, by Daniel Defoe. With one hundred and twenty original illustrations by Walter Paget.","1896","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553198","Life and adventures of Robinson Crusoe / by Daniel Defoe. Edited for the use of schools, by W.H. Lambert ...","1884","eng","Defoe, Daniel 1661?-1731; Lambert, William H. (William Harrison) 1842-1912"
"mdp.39015078558643","Aventures de Robinson Cruso?; traduction nouvelle.","1848","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078557553","Het leven en de lotgevallen van Robinson Crusoe, door Dani?l De Foe ... Op nieuw uit het engelsch vertaald.","1843","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078554048","Defoe's Robinson Crusoe / edited by Wilbur L. Cross ...","1911","eng","Defoe, Daniel 1661?-1731; Cross, Wilbur L. (Wilbur Lucius) 1862-1948; Henry Holt and Company publisher"
"inu.32000005763737","Das Leben und die gantz ungemeine Begebenheiten des Weltberu?hmten Engella?nders Robinson Crusoe ... Von ihm selbst beschrieben, und, nach der dritten engella?ndischen Edition, auf Vornehmes begehren, ins Teutsche u?bersetzt.","1909","ger","Defoe, Daniel 1661?-1731; Ullrich, Hermann 1854-1932 ed. and tr"
"mdp.39015078550905","The life and adventures of Robinson Crusoe, by Daniel De Foe. With illustrations after designs by Stothard ...","1859","eng","Defoe, Daniel 1661?-1731; Stothard, Thomas 1755-1834 illus"
"mdp.39015078560706","Den verklige Robinson Crusoe's lefverne och ?fventyr, samt tjugu?tta?riga vistande p? en obebodd ?. Af Daniel de Fo?. Med trettio illustrationer ...","1882","swe","Defoe, Daniel 1661?-1731"
"mdp.39015078549915","The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.","1810","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821 ed"
"mdp.39015078552091","The life and adventures of Robinson Crusoe, of York, mariner. Six coloured engravings on steel.","1879","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553180","The life and adventures of Robinson Crusoe, of York, mariner. Illustrated with one hundred and ten wood engravings.","1885","eng","Defoe, Daniel 1661?-1731"
